country,alpha3_lower,continent,time,lifeExp,pop,gdpPercap
Argentina,arg,Amerika,1800-01-01,33.2,534000,NA
Argentina,arg,Amerika,1805-01-01,33.2,465622,NA
Argentina,arg,Amerika,1810-01-01,33.2,419661,NA
Argentina,arg,Amerika,1815-01-01,33.2,465972,NA
Argentina,arg,Amerika,1820-01-01,33.2,530996,NA
Argentina,arg,Amerika,1825-01-01,33.2,582027,NA
Argentina,arg,Amerika,1830-01-01,33.2,634974,NA
Argentina,arg,Amerika,1835-01-01,33.2,698047,NA
Argentina,arg,Amerika,1840-01-01,33.2,776366,NA
Argentina,arg,Amerika,1845-01-01,33.2,920317,NA
Argentina,arg,Amerika,1850-01-01,33.2,1088372,NA
Argentina,arg,Amerika,1855-01-01,33.2,1197431,NA
Argentina,arg,Amerika,1860-01-01,33.2,1315328,NA
Argentina,arg,Amerika,1865-01-01,33.2,1529696,NA
Argentina,arg,Amerika,1870-01-01,33.2,1793839,NA
Argentina,arg,Amerika,1875-01-01,33.26,2099952,NA
Argentina,arg,Amerika,1880-01-01,33.23,2457663,NA
Argentina,arg,Amerika,1885-01-01,32.79,2876307,NA
Argentina,arg,Amerika,1890-01-01,34.26,3369205,NA
Argentina,arg,Amerika,1895-01-01,33.62,3967341,NA
Argentina,arg,Amerika,1900-01-01,37.22,4689224,NA
Argentina,arg,Amerika,1905-01-01,40.23,5641825,NA
Argentina,arg,Amerika,1910-01-01,44.17,6755700,NA
Argentina,arg,Amerika,1915-01-01,46.99,7739100,NA
Argentina,arg,Amerika,1920-01-01,51.16,8828805,NA
Argentina,arg,Amerika,1925-01-01,53.71,10209150,NA
Argentina,arg,Amerika,1930-01-01,55.55,11740751,NA
Argentina,arg,Amerika,1935-01-01,55.65,12902500,NA
Argentina,arg,Amerika,1940-01-01,60.68,14095334,NA
Argentina,arg,Amerika,1945-01-01,63.78,15492994,NA
Argentina,arg,Amerika,1950-01-01,63.3,17037910,NA
Argentina,arg,Amerika,1955-01-01,64.51,18789415,NA
Argentina,arg,Amerika,1960-01-01,65.26,20481781,7362.53406
Argentina,arg,Amerika,1965-01-01,66.13,22159644,8202.11255
Argentina,arg,Amerika,1970-01-01,66.13,23880564,9243.25658
Argentina,arg,Amerika,1975-01-01,68.03,25865775,9939.69662
Argentina,arg,Amerika,1980-01-01,70.23,27896532,10318.18299
Argentina,arg,Amerika,1985-01-01,71.73,30216284,9009.00173
Argentina,arg,Amerika,1990-01-01,72.47,32618648,8149.24062
Argentina,arg,Amerika,1995-01-01,73.44,34828168,10003.09169
Argentina,arg,Amerika,2000-01-01,74.22,36870796,10730.60822
Argentina,arg,Amerika,2005-01-01,75.28,38892924,11192.17958
Argentina,arg,Amerika,2010-01-01,75.94,40895751,13551.33919
Argentina,arg,Amerika,2015-01-01,76.5,43075416,13789.06042
Argentina,arg,Amerika,2019-01-01,76.58,44780675,12711.70519
Australia,aus,Oseania,1800-01-01,34.05,200000,NA
Australia,aus,Oseania,1805-01-01,34.05,227357,NA
Australia,aus,Oseania,1810-01-01,34.05,258627,NA
Australia,aus,Oseania,1815-01-01,34.05,294004,NA
Australia,aus,Oseania,1820-01-01,34.05,328728,NA
Australia,aus,Oseania,1825-01-01,34.05,331994,NA
Australia,aus,Oseania,1830-01-01,34.05,335111,NA
Australia,aus,Oseania,1835-01-01,34.05,372507,NA
Australia,aus,Oseania,1840-01-01,34.05,423526,NA
Australia,aus,Oseania,1845-01-01,34.05,504755,NA
Australia,aus,Oseania,1850-01-01,34.05,622584,NA
Australia,aus,Oseania,1855-01-01,34.05,900180,NA
Australia,aus,Oseania,1860-01-01,34.05,1288328,NA
Australia,aus,Oseania,1865-01-01,34.05,1530266,NA
Australia,aus,Oseania,1870-01-01,34.05,1759825,NA
Australia,aus,Oseania,1875-01-01,36.71,1964507,NA
Australia,aus,Oseania,1880-01-01,39.37,2201397,NA
Australia,aus,Oseania,1885-01-01,42.03,2595146,NA
Australia,aus,Oseania,1890-01-01,44.7,3051572,NA
Australia,aus,Oseania,1895-01-01,47.36,3375822,NA
Australia,aus,Oseania,1900-01-01,50.03,3693392,NA
Australia,aus,Oseania,1905-01-01,52.7,3996345,NA
Australia,aus,Oseania,1910-01-01,55.37,4329104,NA
Australia,aus,Oseania,1915-01-01,58.04,4772528,NA
Australia,aus,Oseania,1920-01-01,60.72,5274460,NA
Australia,aus,Oseania,1925-01-01,63.46,5800358,NA
Australia,aus,Oseania,1930-01-01,65.23,6332911,NA
Australia,aus,Oseania,1935-01-01,65.44,6647809,NA
Australia,aus,Oseania,1940-01-01,66.58,6968070,NA
Australia,aus,Oseania,1945-01-01,68.81,7516631,NA
Australia,aus,Oseania,1950-01-01,69.4,8177348,NA
Australia,aus,Oseania,1955-01-01,70.34,9165700,NA
Australia,aus,Oseania,1960-01-01,71.11,10242070,19967.91914
Australia,aus,Oseania,1965-01-01,71.1,11313186,22527.08827
Australia,aus,Oseania,1970-01-01,71.15,12793030,26915.35218
Australia,aus,Oseania,1975-01-01,72.51,13773290,28350.93536
Australia,aus,Oseania,1980-01-01,74.51,14588400,30817.75422
Australia,aus,Oseania,1985-01-01,75.59,15663672,33020.30471
Australia,aus,Oseania,1990-01-01,77,16960600,37003.99099
Australia,aus,Oseania,1995-01-01,78.29,17993083,39254.189659999996
Australia,aus,Oseania,2000-01-01,79.72,18991434,45683.31004
Australia,aus,Oseania,2005-01-01,81.24,20178543,50299.10077
Australia,aus,Oseania,2010-01-01,82.12,22154687,53604.9211
Australia,aus,Oseania,2015-01-01,82.73,23932499,56755.72171
Australia,aus,Oseania,2019-01-01,82.89,25203200,58923.20821
Austria,aut,Europa,1800-01-01,34.4,3000000,NA
Austria,aut,Europa,1805-01-01,34.4,3088277,NA
Austria,aut,Europa,1810-01-01,34.4,3179258,NA
Austria,aut,Europa,1815-01-01,34.4,3272809,NA
Austria,aut,Europa,1820-01-01,34.4,3367266,NA
Austria,aut,Europa,1825-01-01,34.4,3452549,NA
Austria,aut,Europa,1830-01-01,34.4,3538115,NA
Austria,aut,Europa,1835-01-01,34.4,3625995,NA
Austria,aut,Europa,1840-01-01,34.4,3718786,NA
Austria,aut,Europa,1845-01-01,34.4,3831357,NA
Austria,aut,Europa,1850-01-01,34.4,3952208,NA
Austria,aut,Europa,1855-01-01,34.4,4090598,NA
Austria,aut,Europa,1860-01-01,34.4,4234828,NA
Austria,aut,Europa,1865-01-01,34.4,4376588,NA
Austria,aut,Europa,1870-01-01,34.4,4528451,NA
Austria,aut,Europa,1875-01-01,34.67,4728390,NA
Austria,aut,Europa,1880-01-01,34.94,4943751,NA
Austria,aut,Europa,1885-01-01,35.91,5166298,NA
Austria,aut,Europa,1890-01-01,37.06,5403122,NA
Austria,aut,Europa,1895-01-01,39.16,5681471,NA
Austria,aut,Europa,1900-01-01,41.51,5979177,NA
Austria,aut,Europa,1905-01-01,41.33,6292428,NA
Austria,aut,Europa,1910-01-01,44.45,6571589,NA
Austria,aut,Europa,1915-01-01,47.34,6541968,NA
Austria,aut,Europa,1920-01-01,50.17,6486071,NA
Austria,aut,Europa,1925-01-01,53,6576781,NA
Austria,aut,Europa,1930-01-01,55.83,6679646,NA
Austria,aut,Europa,1935-01-01,57.61,6702849,NA
Austria,aut,Europa,1940-01-01,57.74,6725736,NA
Austria,aut,Europa,1945-01-01,31.36,6827669,NA
Austria,aut,Europa,1950-01-01,64.8,6936442,NA
Austria,aut,Europa,1955-01-01,67.68,6953404,NA
Austria,aut,Europa,1960-01-01,68.96,7070773,12046.30565
Austria,aut,Europa,1965-01-01,70.09,7305154,14466.00251
Austria,aut,Europa,1970-01-01,70.21,7516238,18094.71351
Austria,aut,Europa,1975-01-01,71.44,7637686,21620.34971
Austria,aut,Europa,1980-01-01,72.84,7609750,25510.4792
Austria,aut,Europa,1985-01-01,74.26,7614874,27384.85734
Austria,aut,Europa,1990-01-01,75.97,7723954,31328.07986
Austria,aut,Europa,1995-01-01,77.03,7990113,33776.89854
Austria,aut,Europa,2000-01-01,78.49,8069276,38827.2726
Austria,aut,Europa,2005-01-01,79.75,8253656,41264.67242
Austria,aut,Europa,2010-01-01,80.79,8409945,43317.08506
Austria,aut,Europa,2015-01-01,81.57,8678667,44178.04738
Austria,aut,Europa,2019-01-01,82.16,8955108,46717.72073
Burundi,bdi,Afrika,1800-01-01,31.5,899097,NA
Burundi,bdi,Afrika,1805-01-01,31.5,899097,NA
Burundi,bdi,Afrika,1810-01-01,31.5,899097,NA
Burundi,bdi,Afrika,1815-01-01,31.5,899097,NA
Burundi,bdi,Afrika,1820-01-01,31.5,907290,NA
Burundi,bdi,Afrika,1825-01-01,31.5,969334,NA
Burundi,bdi,Afrika,1830-01-01,31.5,1044822,NA
Burundi,bdi,Afrika,1835-01-01,31.5,1126189,NA
Burundi,bdi,Afrika,1840-01-01,31.5,1213893,NA
Burundi,bdi,Afrika,1845-01-01,31.5,1308426,NA
Burundi,bdi,Afrika,1850-01-01,31.5,1402560,NA
Burundi,bdi,Afrika,1855-01-01,31.5,1446334,NA
Burundi,bdi,Afrika,1860-01-01,31.5,1483515,NA
Burundi,bdi,Afrika,1865-01-01,31.5,1521620,NA
Burundi,bdi,Afrika,1870-01-01,31.5,1561612,NA
Burundi,bdi,Afrika,1875-01-01,31.59,1608684,NA
Burundi,bdi,Afrika,1880-01-01,31.68,1658118,NA
Burundi,bdi,Afrika,1885-01-01,31.77,1709033,NA
Burundi,bdi,Afrika,1890-01-01,31.86,1748784,NA
Burundi,bdi,Afrika,1895-01-01,31.95,1709821,NA
Burundi,bdi,Afrika,1900-01-01,32.05,1656711,NA
Burundi,bdi,Afrika,1905-01-01,32.14,1586905,NA
Burundi,bdi,Afrika,1910-01-01,32.23,1520850,NA
Burundi,bdi,Afrika,1915-01-01,32.32,1479979,NA
Burundi,bdi,Afrika,1920-01-01,32.41,1464409,NA
Burundi,bdi,Afrika,1925-01-01,28.89,1560059,NA
Burundi,bdi,Afrika,1930-01-01,32.59,1679609,NA
Burundi,bdi,Afrika,1935-01-01,32.68,1801560,NA
Burundi,bdi,Afrika,1940-01-01,32.77,1935933,NA
Burundi,bdi,Afrika,1945-01-01,32.86,2111697,NA
Burundi,bdi,Afrika,1950-01-01,40.2,2308927,NA
Burundi,bdi,Afrika,1955-01-01,41.87,2537150,NA
Burundi,bdi,Afrika,1960-01-01,43.92,2797925,285.43888
Burundi,bdi,Afrika,1965-01-01,45.31,3094378,279.35114
Burundi,bdi,Afrika,1970-01-01,45.96,3479070,352.64871
Burundi,bdi,Afrika,1975-01-01,47.19,3700879,340.65285
Burundi,bdi,Afrika,1980-01-01,48.49,4157296,371.11195
Burundi,bdi,Afrika,1985-01-01,49.33,4750832,418.49598
Burundi,bdi,Afrika,1990-01-01,48.72,5438959,438.71252
Burundi,bdi,Afrika,1995-01-01,43.35,5987044,350.95099
Burundi,bdi,Afrika,2000-01-01,44.69,6378871,306.58448
Burundi,bdi,Afrika,2005-01-01,50.3,7364857,295.73716
Burundi,bdi,Afrika,2010-01-01,58.55,8675606,313.31181
Burundi,bdi,Afrika,2015-01-01,61.75,10160034,305.54965
Burundi,bdi,Afrika,2019-01-01,63.83,11530577,278.31937
Belgium,bel,Europa,1800-01-01,40,3250000,NA
Belgium,bel,Europa,1805-01-01,40.04,3295054,NA
Belgium,bel,Europa,1810-01-01,40.08,3340759,NA
Belgium,bel,Europa,1815-01-01,40.12,3387071,NA
Belgium,bel,Europa,1820-01-01,40.16,3446611,NA
Belgium,bel,Europa,1825-01-01,40.2,3588801,NA
Belgium,bel,Europa,1830-01-01,40.24,3749449,NA
Belgium,bel,Europa,1835-01-01,40.28,3911800,NA
Belgium,bel,Europa,1840-01-01,40.32,4080847,NA
Belgium,bel,Europa,1845-01-01,41.03,4260826,NA
Belgium,bel,Europa,1850-01-01,42.28,4443056,NA
Belgium,bel,Europa,1855-01-01,37.49,4591900,NA
Belgium,bel,Europa,1860-01-01,45.12,4741806,NA
Belgium,bel,Europa,1865-01-01,37.74,4913495,NA
Belgium,bel,Europa,1870-01-01,40.92,5097637,NA
Belgium,bel,Europa,1875-01-01,42.18,5311440,NA
Belgium,bel,Europa,1880-01-01,42.5,5541874,NA
Belgium,bel,Europa,1885-01-01,45.51,5808158,NA
Belgium,bel,Europa,1890-01-01,44.19,6092147,NA
Belgium,bel,Europa,1895-01-01,45.52,6394512,NA
Belgium,bel,Europa,1900-01-01,46.66,6717693,NA
Belgium,bel,Europa,1905-01-01,50.1,7090518,NA
Belgium,bel,Europa,1910-01-01,51.47,7442986,NA
Belgium,bel,Europa,1915-01-01,40.09,7514736,NA
Belgium,bel,Europa,1920-01-01,53.8,7568708,NA
Belgium,bel,Europa,1925-01-01,57.32,7799025,NA
Belgium,bel,Europa,1930-01-01,57.35,8048371,NA
Belgium,bel,Europa,1935-01-01,60.21,8198486,NA
Belgium,bel,Europa,1940-01-01,56.16,8335242,NA
Belgium,bel,Europa,1945-01-01,58.61,8479632,NA
Belgium,bel,Europa,1950-01-01,66.62,8637521,NA
Belgium,bel,Europa,1955-01-01,68.8,8887275,NA
Belgium,bel,Europa,1960-01-01,70.07,9167361,11729.58805
Belgium,bel,Europa,1965-01-01,70.76,9443948,14483.61919
Belgium,bel,Europa,1970-01-01,71.1,9632179,17842.3178
Belgium,bel,Europa,1975-01-01,72.15,9771582,20988.76429
Belgium,bel,Europa,1980-01-01,73.33,9868999,24383.49014
Belgium,bel,Europa,1985-01-01,74.61,9916577,25559.20837
Belgium,bel,Europa,1990-01-01,76.15,10006545,29429.82427
Belgium,bel,Europa,1995-01-01,77.01,10186304,31317.29498
Belgium,bel,Europa,2000-01-01,78.04,10282046,35660.44716
Belgium,bel,Europa,2005-01-01,79.32,10546885,38410.60159
Belgium,bel,Europa,2010-01-01,80.23,10938735,39761.9314
Belgium,bel,Europa,2015-01-01,81.09,11287931,40991.80814
Belgium,bel,Europa,2019-01-01,81.41,11539326,42887.65513
Benin,ben,Afrika,1800-01-01,31,636559,NA
Benin,ben,Afrika,1805-01-01,31,636559,NA
Benin,ben,Afrika,1810-01-01,31,636559,NA
Benin,ben,Afrika,1815-01-01,31,636559,NA
Benin,ben,Afrika,1820-01-01,31,639344,NA
Benin,ben,Afrika,1825-01-01,31,660082,NA
Benin,ben,Afrika,1830-01-01,31,684439,NA
Benin,ben,Afrika,1835-01-01,31,709695,NA
Benin,ben,Afrika,1840-01-01,31,735882,NA
Benin,ben,Afrika,1845-01-01,31,763036,NA
Benin,ben,Afrika,1850-01-01,31,789547,NA
Benin,ben,Afrika,1855-01-01,31,814022,NA
Benin,ben,Afrika,1860-01-01,31,839553,NA
Benin,ben,Afrika,1865-01-01,31,879440,NA
Benin,ben,Afrika,1870-01-01,31,923672,NA
Benin,ben,Afrika,1875-01-01,31.65,971891,NA
Benin,ben,Afrika,1880-01-01,32.29,1021297,NA
Benin,ben,Afrika,1885-01-01,32.94,1063013,NA
Benin,ben,Afrika,1890-01-01,33.59,1104082,NA
Benin,ben,Afrika,1895-01-01,34.23,1142559,NA
Benin,ben,Afrika,1900-01-01,34.88,1183800,NA
Benin,ben,Afrika,1905-01-01,35.53,1240656,NA
Benin,ben,Afrika,1910-01-01,36.17,1301894,NA
Benin,ben,Afrika,1915-01-01,36.82,1362159,NA
Benin,ben,Afrika,1920-01-01,37.47,1423936,NA
Benin,ben,Afrika,1925-01-01,38.11,1527130,NA
Benin,ben,Afrika,1930-01-01,38.76,1644156,NA
Benin,ben,Afrika,1935-01-01,39.41,1763533,NA
Benin,ben,Afrika,1940-01-01,40.05,1895071,NA
Benin,ben,Afrika,1945-01-01,41.07,2067124,NA
Benin,ben,Afrika,1950-01-01,43.61,2255222,NA
Benin,ben,Afrika,1955-01-01,44.1,2303592,NA
Benin,ben,Afrika,1960-01-01,44.78,2431617,679.02167
Benin,ben,Afrika,1965-01-01,46.76,2632361,734.78872
Benin,ben,Afrika,1970-01-01,48.54,2912338,758.39264
Benin,ben,Afrika,1975-01-01,50.76,3265167,722.77279
Benin,ben,Afrika,1980-01-01,52.71,3717161,774.5521
Benin,ben,Afrika,1985-01-01,53.94,4278502,839.74891
Benin,ben,Afrika,1990-01-01,55.73,4978489,795.07166
Benin,ben,Afrika,1995-01-01,56.89,5905552,823.54929
Benin,ben,Afrika,2000-01-01,57.39,6865946,905.82627
Benin,ben,Afrika,2005-01-01,58.81,7982223,943.62931
Benin,ben,Afrika,2010-01-01,61.1,9199254,988.61079
Benin,ben,Afrika,2015-01-01,62.64,10575962,1076.7967
Benin,ben,Afrika,2019-01-01,64.49,11801151,1201.56139
Burkina Faso,bfa,Afrika,1800-01-01,29.2,1665421,NA
Burkina Faso,bfa,Afrika,1805-01-01,29.2,1665421,NA
Burkina Faso,bfa,Afrika,1810-01-01,29.2,1665421,NA
Burkina Faso,bfa,Afrika,1815-01-01,29.2,1665421,NA
Burkina Faso,bfa,Afrika,1820-01-01,29.2,1668963,NA
Burkina Faso,bfa,Afrika,1825-01-01,29.2,1695131,NA
Burkina Faso,bfa,Afrika,1830-01-01,29.2,1725350,NA
Burkina Faso,bfa,Afrika,1835-01-01,29.2,1756108,NA
Burkina Faso,bfa,Afrika,1840-01-01,29.2,1787414,NA
Burkina Faso,bfa,Afrika,1845-01-01,29.2,1819278,NA
Burkina Faso,bfa,Afrika,1850-01-01,29.2,1849996,NA
Burkina Faso,bfa,Afrika,1855-01-01,29.2,1881022,NA
Burkina Faso,bfa,Afrika,1860-01-01,29.2,1910751,NA
Burkina Faso,bfa,Afrika,1865-01-01,29.2,1940888,NA
Burkina Faso,bfa,Afrika,1870-01-01,29.2,1973808,NA
Burkina Faso,bfa,Afrika,1875-01-01,29.57,2022494,NA
Burkina Faso,bfa,Afrika,1880-01-01,29.94,2074783,NA
Burkina Faso,bfa,Afrika,1885-01-01,30.31,2128357,NA
Burkina Faso,bfa,Afrika,1890-01-01,30.68,2184563,NA
Burkina Faso,bfa,Afrika,1895-01-01,31.05,2250684,NA
Burkina Faso,bfa,Afrika,1900-01-01,31.42,2328510,NA
Burkina Faso,bfa,Afrika,1905-01-01,31.79,2464095,NA
Burkina Faso,bfa,Afrika,1910-01-01,32.16,2611948,NA
Burkina Faso,bfa,Afrika,1915-01-01,32.53,2737514,NA
Burkina Faso,bfa,Afrika,1920-01-01,32.9,2863492,NA
Burkina Faso,bfa,Afrika,1925-01-01,33.27,3045636,NA
Burkina Faso,bfa,Afrika,1930-01-01,33.64,3246852,NA
Burkina Faso,bfa,Afrika,1935-01-01,34.01,3448396,NA
Burkina Faso,bfa,Afrika,1940-01-01,34.38,3669191,NA
Burkina Faso,bfa,Afrika,1945-01-01,34.75,3963108,NA
Burkina Faso,bfa,Afrika,1950-01-01,36.06,4284455,NA
Burkina Faso,bfa,Afrika,1955-01-01,37.72,4517155,NA
Burkina Faso,bfa,Afrika,1960-01-01,39.54,4829289,241.6055
Burkina Faso,bfa,Afrika,1965-01-01,41.95,5174874,260.88539
Burkina Faso,bfa,Afrika,1970-01-01,44.06,5624592,276.47998
Burkina Faso,bfa,Afrika,1975-01-01,46.04,6154554,293.71703
Burkina Faso,bfa,Afrika,1980-01-01,48.64,6822837,315.48403
Burkina Faso,bfa,Afrika,1985-01-01,50.64,7727908,340.28613
Burkina Faso,bfa,Afrika,1990-01-01,50.67,8811033,345.28416
Burkina Faso,bfa,Afrika,1995-01-01,50.66,10089880,365.28054
Burkina Faso,bfa,Afrika,2000-01-01,52.48,11607951,440.02841
Burkina Faso,bfa,Afrika,2005-01-01,55.3,13421935,518.16787
Burkina Faso,bfa,Afrika,2010-01-01,57.94,15605211,582.41573
Burkina Faso,bfa,Afrika,2015-01-01,59.9,18110616,653.32727
Burkina Faso,bfa,Afrika,2019-01-01,61.67,20321383,739.17521
Bangladesh,bgd,Asia,1800-01-01,25.5,19191243,NA
Bangladesh,bgd,Asia,1805-01-01,25.5,19381202,NA
Bangladesh,bgd,Asia,1810-01-01,25.5,19574434,NA
Bangladesh,bgd,Asia,1815-01-01,25.5,19800902,NA
Bangladesh,bgd,Asia,1820-01-01,25.5,20085068,NA
Bangladesh,bgd,Asia,1825-01-01,25.5,20428732,NA
Bangladesh,bgd,Asia,1830-01-01,25.5,20866279,NA
Bangladesh,bgd,Asia,1835-01-01,25.5,21313197,NA
Bangladesh,bgd,Asia,1840-01-01,25.5,21769688,NA
Bangladesh,bgd,Asia,1845-01-01,25.5,22235957,NA
Bangladesh,bgd,Asia,1850-01-01,25.5,22712211,NA
Bangladesh,bgd,Asia,1855-01-01,25.5,22896258,NA
Bangladesh,bgd,Asia,1860-01-01,25.5,23077770,NA
Bangladesh,bgd,Asia,1865-01-01,24,23256553,NA
Bangladesh,bgd,Asia,1870-01-01,25.5,23461426,NA
Bangladesh,bgd,Asia,1875-01-01,25.38,23848350,NA
Bangladesh,bgd,Asia,1880-01-01,24.35,24266433,NA
Bangladesh,bgd,Asia,1885-01-01,23.1,24686907,NA
Bangladesh,bgd,Asia,1890-01-01,22.3,25109499,NA
Bangladesh,bgd,Asia,1895-01-01,21.49,25533916,NA
Bangladesh,bgd,Asia,1900-01-01,21.16,25959844,NA
Bangladesh,bgd,Asia,1905-01-01,20.84,26386946,NA
Bangladesh,bgd,Asia,1910-01-01,21.35,26777647,NA
Bangladesh,bgd,Asia,1915-01-01,22.06,26931945,NA
Bangladesh,bgd,Asia,1920-01-01,22.77,27302246,NA
Bangladesh,bgd,Asia,1925-01-01,23.46,27852501,NA
Bangladesh,bgd,Asia,1930-01-01,26.33,28688805,NA
Bangladesh,bgd,Asia,1935-01-01,29.71,31382865,NA
Bangladesh,bgd,Asia,1940-01-01,33.06,34406613,NA
Bangladesh,bgd,Asia,1945-01-01,34.48,36124727,NA
Bangladesh,bgd,Asia,1950-01-01,39.67,37894671,NA
Bangladesh,bgd,Asia,1955-01-01,41.87,42086305,NA
Bangladesh,bgd,Asia,1960-01-01,43.82,48013505,463.35739
Bangladesh,bgd,Asia,1965-01-01,45.87,55385114,504.15472
Bangladesh,bgd,Asia,1970-01-01,42.2,64232486,512.12116
Bangladesh,bgd,Asia,1975-01-01,50.62,70066310,414.6048
Bangladesh,bgd,Asia,1980-01-01,53.22,79639498,447.69492
Bangladesh,bgd,Asia,1985-01-01,53.75,90764180,484.04802
Bangladesh,bgd,Asia,1990-01-01,58.19,103171957,512.09659
Bangladesh,bgd,Asia,1995-01-01,62.24,115169933,572.43845
Bangladesh,bgd,Asia,2000-01-01,65.47,127657862,653.80864
Bangladesh,bgd,Asia,2005-01-01,67.44,139035505,769.13598
Bangladesh,bgd,Asia,2010-01-01,70.04,147575433,972.90969
Bangladesh,bgd,Asia,2015-01-01,73.59,156256287,1248.45331
Bangladesh,bgd,Asia,2019-01-01,74.55,163046173,1603.9535
Bahamas,bhs,Amerika,1800-01-01,35.18,27350,NA
Bahamas,bhs,Amerika,1805-01-01,35.18,27350,NA
Bahamas,bhs,Amerika,1810-01-01,35.18,27350,NA
Bahamas,bhs,Amerika,1815-01-01,35.18,27350,NA
Bahamas,bhs,Amerika,1820-01-01,35.18,27363,NA
Bahamas,bhs,Amerika,1825-01-01,35.18,27457,NA
Bahamas,bhs,Amerika,1830-01-01,35.18,27565,NA
Bahamas,bhs,Amerika,1835-01-01,35.18,27673,NA
Bahamas,bhs,Amerika,1840-01-01,35.18,27782,NA
Bahamas,bhs,Amerika,1845-01-01,35.18,27891,NA
Bahamas,bhs,Amerika,1850-01-01,35.18,28369,NA
Bahamas,bhs,Amerika,1855-01-01,35.18,31535,NA
Bahamas,bhs,Amerika,1860-01-01,35.18,35245,NA
Bahamas,bhs,Amerika,1865-01-01,35.18,37708,NA
Bahamas,bhs,Amerika,1870-01-01,35.18,40102,NA
Bahamas,bhs,Amerika,1875-01-01,35.14,42847,NA
Bahamas,bhs,Amerika,1880-01-01,35.1,45718,NA
Bahamas,bhs,Amerika,1885-01-01,35.05,48159,NA
Bahamas,bhs,Amerika,1890-01-01,35.01,50724,NA
Bahamas,bhs,Amerika,1895-01-01,34.97,54052,NA
Bahamas,bhs,Amerika,1900-01-01,34.93,57414,NA
Bahamas,bhs,Amerika,1905-01-01,34.89,59127,NA
Bahamas,bhs,Amerika,1910-01-01,34.84,60263,NA
Bahamas,bhs,Amerika,1915-01-01,34.8,59323,NA
Bahamas,bhs,Amerika,1920-01-01,34.76,58482,NA
Bahamas,bhs,Amerika,1925-01-01,37.98,61567,NA
Bahamas,bhs,Amerika,1930-01-01,42.02,65570,NA
Bahamas,bhs,Amerika,1935-01-01,46.04,70251,NA
Bahamas,bhs,Amerika,1940-01-01,50.05,74794,NA
Bahamas,bhs,Amerika,1945-01-01,54.06,76135,NA
Bahamas,bhs,Amerika,1950-01-01,58.05,79090,NA
Bahamas,bhs,Amerika,1955-01-01,60.03,88628,NA
Bahamas,bhs,Amerika,1960-01-01,61.93,109532,20121.41464
Bahamas,bhs,Amerika,1965-01-01,63.28,140060,25940.14515
Bahamas,bhs,Amerika,1970-01-01,65.4,169376,28586.70754
Bahamas,bhs,Amerika,1975-01-01,68.21,188895,19178.25322
Bahamas,bhs,Amerika,1980-01-01,68.62,210589,30294.28725
Bahamas,bhs,Amerika,1985-01-01,70.21,234579,32659.7394
Bahamas,bhs,Amerika,1990-01-01,70.86,256227,33681.23607
Bahamas,bhs,Amerika,1995-01-01,70.77,280179,30654.65804
Bahamas,bhs,Amerika,2000-01-01,71.25,298045,35819.66133
Bahamas,bhs,Amerika,2005-01-01,73.18,324848,35674.49827
Bahamas,bhs,Amerika,2010-01-01,73.24,354936,32271.3289
Bahamas,bhs,Amerika,2015-01-01,73.35,374200,31295.56387
Bahamas,bhs,Amerika,2019-01-01,73.36,389486,32798.17733
Belize,blz,Amerika,1800-01-01,26.5,25526,NA
Belize,blz,Amerika,1805-01-01,26.5,25526,NA
Belize,blz,Amerika,1810-01-01,26.5,25526,NA
Belize,blz,Amerika,1815-01-01,26.5,25526,NA
Belize,blz,Amerika,1820-01-01,26.5,25533,NA
Belize,blz,Amerika,1825-01-01,26.5,25585,NA
Belize,blz,Amerika,1830-01-01,26.5,25644,NA
Belize,blz,Amerika,1835-01-01,26.5,25703,NA
Belize,blz,Amerika,1840-01-01,26.5,25762,NA
Belize,blz,Amerika,1845-01-01,26.5,25821,NA
Belize,blz,Amerika,1850-01-01,26.5,25881,NA
Belize,blz,Amerika,1855-01-01,26.5,26004,NA
Belize,blz,Amerika,1860-01-01,26.5,26059,NA
Belize,blz,Amerika,1865-01-01,26.5,25683,NA
Belize,blz,Amerika,1870-01-01,26.5,25422,NA
Belize,blz,Amerika,1875-01-01,26.52,26300,NA
Belize,blz,Amerika,1880-01-01,26.54,27501,NA
Belize,blz,Amerika,1885-01-01,26.56,29433,NA
Belize,blz,Amerika,1890-01-01,26.58,31689,NA
Belize,blz,Amerika,1895-01-01,26.6,34625,NA
Belize,blz,Amerika,1900-01-01,26.62,37688,NA
Belize,blz,Amerika,1905-01-01,26.64,39510,NA
Belize,blz,Amerika,1910-01-01,26.65,41278,NA
Belize,blz,Amerika,1915-01-01,29.51,43783,NA
Belize,blz,Amerika,1920-01-01,32.36,46504,NA
Belize,blz,Amerika,1925-01-01,35.22,49486,NA
Belize,blz,Amerika,1930-01-01,38.08,52748,NA
Belize,blz,Amerika,1935-01-01,41.31,56667,NA
Belize,blz,Amerika,1940-01-01,46.02,60812,NA
Belize,blz,Amerika,1945-01-01,50.73,64358,NA
Belize,blz,Amerika,1950-01-01,55.45,68915,NA
Belize,blz,Amerika,1955-01-01,58.84,79867,NA
Belize,blz,Amerika,1960-01-01,63.93,92068,1195.07713
Belize,blz,Amerika,1965-01-01,66.43,106120,1319.15481
Belize,blz,Amerika,1970-01-01,67.51,122184,1489.50815
Belize,blz,Amerika,1975-01-01,69.56,133264,1939.36425
